2026-06-10 15:00:28,294 | INFO     | run_experiment:254 | Starting experiment: llm-explanation-agreement-study v1.0
2026-06-10 15:00:42,617 | DEBUG    | connectionpool:544 | https://cas-bridge.xethub.hf.co:443 "GET /xet-bridge-us/62a7434b8780c6d7291f6774/9f05235e4e8413792d424efc1c9bf80f06de73330ee2b2168655b0bcd46a1c19?Expires=1781087445&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jYXMtYnJpZGdlLnhldGh1Yi5oZi5jby94ZXQtYnJpZGdlLXVzLzYyYTc0MzRiODc4MGM2ZDcyOTFmNjc3NC85ZjA1MjM1ZTRlODQxMzc5MmQ0MjRlZmMxYzliZjgwZjA2ZGU3MzMzMGVlMmIyMTY4NjU1YjBiY2Q0NmExYzE5KiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc4MTA4NzQ0NX19fV19&Signature=MEYCIQCIE519Xa1YMLbZ~0mQu0NFHBVwtRQYYG~kFCVctPrh7gIhAKdJQujj9Fy1Rzo7dZqCktDMund~ei18ERVOKWbJifZz&Key-Pair-Id=K1LYXO563TGWFU&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27validation-00000-of-00001.parquet%3B+filename%3D%22validation-00000-of-00001.parquet%22%3B&X-Xet-Cas-Uid=public&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=cas%2F20260610%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260610T093045Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f04513a3ec5524af929ad13c50973437b48728464042fff9ab7588b356bc9a31 HTTP/1.1" 200 72813
2026-06-10 15:00:42,630 | DEBUG    | _api:364 | Attempting to release lock 2401409305488 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\fb00fe008f6828f86ba2beda8415a4cf5da0c884f21c5f238c87131b5aa19529.lock
2026-06-10 15:00:42,630 | DEBUG    | _api:367 | Lock 2401409305488 released on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\fb00fe008f6828f86ba2beda8415a4cf5da0c884f21c5f238c87131b5aa19529.lock
2026-06-10 15:00:42,963 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "HEAD /datasets/stanfordnlp/sst2/resolve/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb/data/test-00000-of-00001.parquet HTTP/1.1" 302 0
2026-06-10 15:00:42,965 | DEBUG    | _api:331 | Attempting to acquire lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\20d27a86c0c59acb746a41a481ebb1fc71edb72d94b5ccee7f23b9041b17adcf.lock
2026-06-10 15:00:42,965 | DEBUG    | _api:334 | Lock 2401408508000 acquired on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\20d27a86c0c59acb746a41a481ebb1fc71edb72d94b5ccee7f23b9041b17adcf.lock
2026-06-10 15:00:42,966 | WARNING  | file_download:1729 | Xet Storage is enabled for this repo, but the 'hf_xet' package is not installed. Falling back to regular HTTP download. For better performance, install the package with: `pip install huggingface_hub[hf_xet]` or `pip install hf_xet`
2026-06-10 15:00:43,295 | DEBUG    | connectionpool:544 | https://huggingface.co:443 "GET /datasets/stanfordnlp/sst2/resolve/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb/data/test-00000-of-00001.parquet HTTP/1.1" 302 993
2026-06-10 15:00:44,458 | DEBUG    | connectionpool:544 | https://us.aws.cdn.hf.co:443 "GET /xet-bridge-us/62a7434b8780c6d7291f6774/cc9d0926a5f24f40ede46fcca537ed50ad233824ef90839573eff8702df3e24c?X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27test-00000-of-00001.parquet%3B+filename%3D%22test-00000-of-00001.parquet%22%3B&Expires=1781087447&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly91cy5hd3MuY2RuLmhmLmNvL3hldC1icmlkZ2UtdXMvNjJhNzQzNGI4NzgwYzZkNzI5MWY2Nzc0L2NjOWQwOTI2YTVmMjRmNDBlZGU0NmZjY2E1MzdlZDUwYWQyMzM4MjRlZjkwODM5NTczZWZmODcwMmRmM2UyNGNcXD9YLVhldC1DYXMtVWlkPXB1YmxpYyZyZXNwb25zZS1jb250ZW50LWRpc3Bvc2l0aW9uPWlubGluZSUzQitmaWxlbmFtZSUyQSUzRFVURi04JTI3JTI3dGVzdC0wMDAwMC1vZi0wMDAwMS5wYXJxdWV0JTNCK2ZpbGVuYW1lJTNEJTIydGVzdC0wMDAwMC1vZi0wMDAwMS5wYXJxdWV0JTIyJTNCIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJFcG9jaFRpbWUiOjE3ODEwODc0NDd9fX1dfQ__&Signature=MEUCIQDyCJvAryVTYXClqU85nMsDiV1dMmfr6Bub7v-AZP2nTgIgYj5Uu24GzROclgX4Rlvc6w9nupVWluzGijoVVao1UF0_&Key-Pair-Id=01KAYHXK2CBJSW0YZTMNXK9W1M HTTP/1.1" 200 147787
2026-06-10 15:00:44,673 | DEBUG    | _api:364 | Attempting to release lock 2401408508000 on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\20d27a86c0c59acb746a41a481ebb1fc71edb72d94b5ccee7f23b9041b17adcf.lock
2026-06-10 15:00:44,673 | DEBUG    | _api:367 | Lock 2401408508000 released on C:\Users\Heroa\.cache\huggingface\hub\.locks\datasets--stanfordnlp--sst2\20d27a86c0c59acb746a41a481ebb1fc71edb72d94b5ccee7f23b9041b17adcf.lock
2026-06-10 15:00:44,675 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/stanfordnlp___sst2/default/0.0.0/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete/sst2-train-00000-00000-of-NNNNN.arrow
2026-06-10 15:00:44,757 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/stanfordnlp___sst2/default/0.0.0/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete/sst2-validation-00000-00000-of-NNNNN.arrow
2026-06-10 15:00:44,766 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/stanfordnlp___sst2/default/0.0.0/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete/sst2-test-00000-00000-of-NNNNN.arrow
2026-06-10 15:00:44,779 | DEBUG    | _api:331 | Attempting to acquire lock 2401409305808 on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete_info.lock
2026-06-10 15:00:44,780 | DEBUG    | _api:334 | Lock 2401409305808 acquired on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete_info.lock
2026-06-10 15:00:44,780 | DEBUG    | local:379 | open file: C:/Users/Heroa/.cache/huggingface/datasets/stanfordnlp___sst2/default/0.0.0/8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete/dataset_info.json
2026-06-10 15:00:44,780 | DEBUG    | _api:364 | Attempting to release lock 2401409305808 on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete_info.lock
2026-06-10 15:00:44,781 | DEBUG    | _api:367 | Lock 2401409305808 released on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb.incomplete_info.lock
2026-06-10 15:00:44,781 | DEBUG    | _api:364 | Attempting to release lock 2401409305168 on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb_builder.lock
2026-06-10 15:00:44,782 | DEBUG    | _api:367 | Lock 2401409305168 released on C:\Users\Heroa\.cache\huggingface\datasets\stanfordnlp___sst2\default\0.0.0\8d51e7e4887a4caaa95b3fbebbf53c0490b58bbb_builder.lock
2026-06-10 15:00:44,799 | INFO     | dataset_loader:60 | Loaded dataset stanfordnlp/sst2 (split=validation): 872 instances
2026-06-10 15:00:44,820 | INFO     | dataset_loader:99 | Sampled 200 balanced instances (200 target, 2 labels)
2026-06-10 15:00:44,820 | INFO     | run_experiment:299 | Loaded 200 instances for sst2
2026-06-10 15:00:44,821 | INFO     | run_experiment:307 | Processing model: llama-3.3-70b on sst2
2026-06-10 15:00:44,822 | INFO     | run_experiment:319 | Processing sst2_validation_0000 (1/200)
2026-06-10 15:00:44,822 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0000: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,822 | INFO     | run_experiment:319 | Processing sst2_validation_0001 (2/200)
2026-06-10 15:00:44,822 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0001: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,822 | INFO     | run_experiment:319 | Processing sst2_validation_0002 (3/200)
2026-06-10 15:00:44,822 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0002: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,823 | INFO     | run_experiment:319 | Processing sst2_validation_0003 (4/200)
2026-06-10 15:00:44,823 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0003: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,823 | INFO     | run_experiment:319 | Processing sst2_validation_0004 (5/200)
2026-06-10 15:00:44,823 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0004: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,823 | INFO     | run_experiment:319 | Processing sst2_validation_0005 (6/200)
2026-06-10 15:00:44,823 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0005: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,823 | INFO     | run_experiment:319 | Processing sst2_validation_0006 (7/200)
2026-06-10 15:00:44,823 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0006: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,823 | INFO     | run_experiment:319 | Processing sst2_validation_0007 (8/200)
2026-06-10 15:00:44,824 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0007: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,824 | INFO     | run_experiment:319 | Processing sst2_validation_0008 (9/200)
2026-06-10 15:00:44,824 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0008: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,824 | INFO     | run_experiment:319 | Processing sst2_validation_0009 (10/200)
2026-06-10 15:00:44,824 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0009: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,824 | INFO     | run_experiment:319 | Processing sst2_validation_0010 (11/200)
2026-06-10 15:00:44,824 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0010: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,824 | INFO     | run_experiment:319 | Processing sst2_validation_0011 (12/200)
2026-06-10 15:00:44,824 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0011: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,825 | INFO     | run_experiment:319 | Processing sst2_validation_0012 (13/200)
2026-06-10 15:00:44,825 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0012: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,825 | INFO     | run_experiment:319 | Processing sst2_validation_0013 (14/200)
2026-06-10 15:00:44,825 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0013: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,825 | INFO     | run_experiment:319 | Processing sst2_validation_0014 (15/200)
2026-06-10 15:00:44,825 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0014: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,825 | INFO     | run_experiment:319 | Processing sst2_validation_0015 (16/200)
2026-06-10 15:00:44,826 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0015: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,826 | INFO     | run_experiment:319 | Processing sst2_validation_0016 (17/200)
2026-06-10 15:00:44,826 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0016: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,826 | INFO     | run_experiment:319 | Processing sst2_validation_0017 (18/200)
2026-06-10 15:00:44,826 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0017: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,826 | INFO     | run_experiment:319 | Processing sst2_validation_0018 (19/200)
2026-06-10 15:00:44,826 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0018: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,826 | INFO     | run_experiment:319 | Processing sst2_validation_0019 (20/200)
2026-06-10 15:00:44,826 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0019: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,827 | INFO     | run_experiment:319 | Processing sst2_validation_0020 (21/200)
2026-06-10 15:00:44,827 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0020: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,827 | INFO     | run_experiment:319 | Processing sst2_validation_0021 (22/200)
2026-06-10 15:00:44,827 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0021: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,827 | INFO     | run_experiment:319 | Processing sst2_validation_0022 (23/200)
2026-06-10 15:00:44,827 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0022: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,828 | INFO     | run_experiment:319 | Processing sst2_validation_0023 (24/200)
2026-06-10 15:00:44,828 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0023: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,828 | INFO     | run_experiment:319 | Processing sst2_validation_0024 (25/200)
2026-06-10 15:00:44,828 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0024: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,828 | INFO     | run_experiment:319 | Processing sst2_validation_0025 (26/200)
2026-06-10 15:00:44,828 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0025: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,828 | INFO     | run_experiment:319 | Processing sst2_validation_0026 (27/200)
2026-06-10 15:00:44,829 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0026: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,829 | INFO     | run_experiment:319 | Processing sst2_validation_0027 (28/200)
2026-06-10 15:00:44,829 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0027: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,829 | INFO     | run_experiment:319 | Processing sst2_validation_0028 (29/200)
2026-06-10 15:00:44,829 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0028: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,829 | INFO     | run_experiment:319 | Processing sst2_validation_0029 (30/200)
2026-06-10 15:00:44,830 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0029: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,830 | INFO     | run_experiment:319 | Processing sst2_validation_0030 (31/200)
2026-06-10 15:00:44,830 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0030: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,830 | INFO     | run_experiment:319 | Processing sst2_validation_0031 (32/200)
2026-06-10 15:00:44,830 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0031: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,830 | INFO     | run_experiment:319 | Processing sst2_validation_0032 (33/200)
2026-06-10 15:00:44,830 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0032: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,830 | INFO     | run_experiment:319 | Processing sst2_validation_0033 (34/200)
2026-06-10 15:00:44,830 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0033: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,831 | INFO     | run_experiment:319 | Processing sst2_validation_0034 (35/200)
2026-06-10 15:00:44,831 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0034: [API000] GROQ_API_KEY is not set.
2026-06-10 15:00:44,831 | INFO     | run_experiment:319 | Processing sst2_validation_0035 (36/200)
2026-06-10 15:00:44,831 | ERROR    | run_experiment:327 | Failed to process sst2_validation_0035: [API000] GROQ_API_KEY is not set.
